省份,区站号,站名,纬度,经度
安徽,58015,砀山,34.45,116.33
安徽,58016,萧县,34.18,116.97
安徽,58102,亳州,33.87,115.77
安徽,58107,临泉,33.02,115.28
安徽,58108,界首,33.23,115.33
安徽,58109,太和,33.18,115.62
安徽,58112,天柱山,30.73,116.45
安徽,58113,濉溪,33.93,116.75
安徽,58114,涡阳,33.48,116.18
安徽,58116,淮北,33.98,116.83
安徽,58117,利辛,33.13,116.2
安徽,58118,蒙城,33.27,116.52
安徽,58122,宿州,33.63,116.98
安徽,58125,灵璧,33.58,117.52
安徽,58126,泗县,33.47,117.87
安徽,58127,怀远,32.98,117.2
安徽,58128,固镇,33.33,117.35
安徽,58129,五河,33.15,117.83
安徽,58202,阜南,32.67,115.57
安徽,58203,阜阳,32.87,115.73
安徽,58210,颍上,32.65,116.23
安徽,58212,凤台,32.72,116.77
安徽,58214,霍邱,32.33,116.28
安徽,58215,寿县,32.43,116.78
安徽,58220,长丰,32.47,117.15
安徽,58221,蚌埠,32.85,117.3
安徽,58222,凤阳,32.85,117.55
安徽,58223,明光,32.8,117.98
安徽,58224,淮南,32.65,117.02
安徽,58225,定远,32.53,117.67
安徽,58234,来安,32.47,118.42
安徽,58236,滁州,32.35,118.25
安徽,58240,天长,32.68,119.02
安徽,58306,金寨,31.68,115.88
安徽,58311,六安,31.73,116.5
安徽,58314,霍山,31.4,116.32
安徽,58316,舒城,31.47,116.92
安徽,58317,岳西,30.87,116.37
安徽,58319,桐城,31.07,116.95
安徽,58320,肥西,31.73,117.13
安徽,58321,合肥,31.78,117.3
安徽,58323,肥东,31.88,117.47
安徽,58326,巢湖,31.58,117.83
安徽,58327,庐江,31.27,117.28
安徽,58329,无为,31.33,117.87
安徽,58330,含山,31.75,118.08
安徽,58331,和县,31.73,118.37
安徽,58334,芜湖,31.38,118.37
安徽,58335,当涂,31.57,118.52
安徽,58336,马鞍山,31.7,118.57
安徽,58337,繁昌,31.08,118.18
安徽,58338,芜湖县,31.15,118.58
安徽,58417,宿松,30.17,116.13
安徽,58429,铜陵,30.98,117.85
安徽,58431,南陵,30.9,118.32
安徽,58432,泾县,30.68,118.4
安徽,58433,宣城,30.93,118.75
安徽,58435,旌德,30.3,118.53
安徽,58436,宁国,30.62,118.98
安徽,58437,黄山,30.13,118.15
安徽,58441,广德,30.87,119.42
安徽,58442,郎溪,31.17,119.18
安徽,58520,祁门,29.85,117.72
安徽,58523,黟县,29.93,117.93
安徽,58530,歙县,29.87,118.43
安徽,58531,屯溪,29.72,118.28
安徽,58534,休宁,29.78,118.18
北京,54398,顺义,40.13,116.62
北京,54399,海淀,39.98,116.28
北京,54406,延庆,40.45,115.97
北京,54416,密云,40.38,116.87
北京,54419,怀柔,40.37,116.63
北京,54421,密云上甸子,40.65,117.12
北京,54424,平谷,40.17,117.12
北京,54431,通州,39.92,116.63
北京,54433,朝阳,39.95,116.5
北京,54499,昌平,40.22,116.22
北京,54501,斋堂,39.97,115.68
北京,54505,门头沟,39.93,116.1
北京,54511,北京,39.8,116.47
北京,54513,石景山,39.95,116.2
北京,54514,丰台,39.87,116.25
北京,54594,大兴,39.72,116.35
北京,54596,房山,39.77,116.2
北京,54597,霞云岭,39.73,115.73
福建,58724,光泽,27.53,117.32
福建,58725,邵武,27.33,117.47
福建,58730,武夷山,27.77,118.03
福建,58731,浦城,27.92,118.53
福建,58734,建阳,27.33,118.12
福建,58735,松溪,27.52,118.75
福建,58736,政和,27.38,118.82
福建,58737,建瓯,27.05,118.32
福建,58744,寿宁,27.45,119.42
福建,58747,周宁,27.15,119.35
福建,58748,福安,27.1,119.65
福建,58749,柘荣,27.23,119.88
福建,58754,福鼎,27.33,120.2
福建,58818,宁化,26.23,116.63
福建,58819,清流,26.18,116.82
福建,58820,泰宁,26.9,117.17
福建,58822,建宁,26.83,116.85
福建,58823,顺昌,26.8,117.8
福建,58824,明溪,26.4,117.15
福建,58826,沙县,26.4,117.8
福建,58828,三明,26.27,117.62
福建,58836,古田,26.58,118.73
福建,58837,尤溪,26.15,118.15
福建,58839,闽清,26.23,118.85
福建,58843,霞浦,26.88,120.02
福建,58844,闽侯,26.15,119.15
福建,58845,罗源,26.5,119.53
福建,58846,宁德,26.67,119.52
福建,58847,福州,26.08,119.28
福建,58848,连江,26.2,119.55
福建,58850,三沙,26.92,120.23
福建,58911,长汀,25.85,116.37
福建,58917,武平,25.08,116.1
福建,58918,上杭,25.05,116.42
福建,58923,大田,25.7,117.83
福建,58926,漳平,25.3,117.42
福建,58927,龙岩,25.05,117.02
福建,58928,华安,25.02,117.53
福建,58929,安溪,25.07,118.15
福建,58931,九仙山,25.72,118.1
福建,58932,永泰,25.87,118.93
福建,58934,永春,25.33,118.27
福建,58935,德化,25.48,118.23
福建,58938,秀屿,25.23,118.98
福建,58941,长乐,25.97,119.5
福建,58942,福清,25.72,119.38
福建,58944,平潭,25.52,119.78
福建,58946,莆田,25.45,119.0
福建,59113,永定,24.73,116.72
福建,59122,长泰,24.62,117.75
福建,59124,南靖,24.52,117.38
福建,59125,平和,24.38,117.3
福建,59127,龙海,24.43,117.83
福建,59129,漳浦,24.13,117.6
福建,59130,同安,24.73,118.15
福建,59131,南安,24.97,118.37
福建,59133,崇武,24.9,118.92
福建,59134,厦门,24.48,118.07
福建,59320,诏安,23.75,117.13
福建,59322,云霄,23.98,117.37
甘肃,52323,马鬃山,41.8,97.03
甘肃,52515,肃北,39.52,94.87
甘肃,52533,酒泉,39.77,98.48
甘肃,52546,高台,39.37,99.83
甘肃,52557,临泽,39.15,100.17
甘肃,52643,肃南,38.83,99.62
甘肃,52652,张掖,39.08,100.28
甘肃,52656,民乐,38.43,100.82
甘肃,52674,永昌,38.23,101.97
甘肃,52679,武威,37.92,102.67
甘肃,52681,民勤,38.63,103.08
甘肃,52784,古浪,37.47,102.9
甘肃,52787,乌鞘岭,37.2,102.87
甘肃,52797,景泰,37.18,104.05
甘肃,52881,天祝,36.98,103.18
甘肃,52884,皋兰,36.35,103.95
甘肃,52885,永登,36.75,103.25
甘肃,52895,靖远,36.57,104.68
甘肃,52896,白银,36.55,104.15
甘肃,52978,夏河,35.2,102.52
甘肃,52980,永靖,35.97,103.3
甘肃,52981,东乡,35.68,103.38
甘肃,52982,广河,35.48,103.55
甘肃,52983,榆中,35.87,104.15
甘肃,52984,临夏,35.58,103.18
甘肃,52985,和政,35.42,103.33
甘肃,52986,临洮,35.37,103.87
甘肃,52988,康乐,35.37,103.72
甘肃,52993,会宁,35.68,105.07
甘肃,52995,安定,35.58,104.62
甘肃,52996,华家岭,35.38,105.02
甘肃,52998,渭源,35.13,104.2
甘肃,53821,环县,36.57,107.3
甘肃,53829,庆城,35.98,107.9
甘肃,53906,静宁,35.52,105.72
甘肃,53908,通渭,35.22,105.23
甘肃,53915,崆峒,35.55,106.67
甘肃,53917,庄浪,35.22,106.07
甘肃,53923,西峰,35.73,107.63
甘肃,53924,灵台,35.07,107.62
甘肃,53925,镇原,35.68,107.18
甘肃,53926,泾川,35.35,107.35
甘肃,53927,华亭,35.2,106.62
甘肃,53928,崇信,35.3,107.02
甘肃,53930,华池,36.45,107.98
甘肃,53934,合水,35.78,107.98
甘肃,53935,正宁,35.48,108.4
甘肃,53937,宁县,35.52,107.92
甘肃,56071,碌曲,34.58,102.5
甘肃,56074,玛曲,34.0,102.08
甘肃,56080,合作,35.0,102.9
甘肃,56081,临潭,34.7,103.35
甘肃,56082,卓尼,34.58,103.5
甘肃,56084,迭部,34.07,103.23
甘肃,56091,漳县,34.85,104.47
甘肃,56092,陇西,35.0,104.65
甘肃,56093,岷县,34.43,104.02
甘肃,56094,舟曲,33.78,104.37
甘肃,56095,宕昌,34.03,104.38
甘肃,56096,武都,33.4,104.92
甘肃,56192,文县,32.95,104.67
甘肃,57001,甘谷,34.75,105.33
甘肃,57002,秦安,34.85,105.65
甘肃,57004,武山,34.73,104.88
甘肃,57006,天水,34.58,105.75
甘肃,57007,礼县,34.18,105.18
甘肃,57008,西和,34.03,105.3
甘肃,57011,清水,34.75,106.15
甘肃,57012,张家川,34.98,106.2
甘肃,57014,麦积,34.57,105.87
甘肃,57102,成县,33.75,105.72
甘肃,57105,康县,33.33,105.6
甘肃,57110,徽县,33.78,106.08
甘肃,57111,两当,33.92,106.3
广东,57988,乐昌,25.15,113.35
广东,57989,仁化,25.07,113.77
广东,57996,南雄,25.08,114.25
广东,59071,连南,24.73,112.28
广东,59072,连州,24.8,112.37
广东,59074,连山,24.57,112.15
广东,59075,阳山,24.48,112.63
广东,59081,乳源,24.78,113.28
广东,59082,韶关,24.67,113.6
广东,59087,佛冈,23.88,113.52
广东,59088,英德,24.18,113.42
广东,59090,始兴,24.95,114.07
广东,59094,翁源,24.35,114.12
广东,59096,连平,24.37,114.48
广东,59097,新丰,24.05,114.2
广东,59099,和平,24.45,114.93
广东,59106,平远,24.58,115.9
广东,59107,龙川,24.12,115.28
广东,59109,兴宁,24.15,115.73
广东,59114,蕉岭,24.65,116.17
广东,59116,大埔,24.33,116.7
广东,59117,梅县,24.28,116.07
广东,59264,封开,23.4,111.5
广东,59268,郁南,23.25,111.53
广东,59269,德庆,23.17,111.78
广东,59270,怀集,23.92,112.18
广东,59271,广宁,23.63,112.43
广东,59276,四会,23.35,112.65
广东,59278,高要,23.03,112.45
广东,59279,三水,23.18,112.87
广东,59280,清远,23.72,113.08
广东,59284,花都,23.42,113.23
广东,59285,从化,23.57,113.6
广东,59287,广州,23.22,113.48
广东,59288,南海,23.15,113.02
广东,59289,东莞,22.97,113.73
广东,59290,龙门,23.78,114.25
广东,59293,河源,23.8,114.73
广东,59294,增城,23.33,113.83
广东,59297,博罗,23.18,114.28
广东,59298,惠阳,23.07,114.37
广东,59303,五华,23.92,115.75
广东,59304,紫金,23.63,115.18
广东,59306,揭西,23.45,115.85
广东,59310,丰顺,23.77,116.18
广东,59312,潮州,23.67,116.7
广东,59313,饶平,23.68,116.98
广东,59314,普宁,23.3,116.13
广东,59315,揭阳,23.58,116.4
广东,59316,汕头,23.4,116.68
广东,59317,惠来,23.03,116.3
广东,59318,潮阳,23.27,116.58
广东,59319,澄海,23.43,116.83
广东,59324,南澳,23.43,117.03
广东,59456,信宜,22.35,110.93
广东,59462,罗定,22.7,111.6
广东,59469,阳春,22.17,111.78
广东,59470,新兴,22.7,112.2
广东,59471,云浮,22.93,112.05
广东,59473,鹤山,22.77,112.97
广东,59475,开平,22.4,112.65
广东,59476,新会,22.53,113.03
广东,59477,恩平,22.27,112.23
广东,59478,台山,22.25,112.78
广东,59480,顺德,22.85,113.25
广东,59481,番禺,22.93,113.32
广东,59485,中山,22.5,113.4
广东,59487,斗门,22.23,113.3
广东,59488,珠海,22.28,113.57
广东,59492,惠东,22.97,114.73
广东,59493,深圳,22.53,114.0
广东,59500,海丰,22.97,115.32
广东,59501,汕尾,22.8,115.37
广东,59502,陆丰,22.95,115.65
广东,59650,遂溪,21.4,110.25
广东,59653,高州,21.93,110.85
广东,59654,廉江,21.63,110.3
广东,59655,化州,21.65,110.62
广东,59656,吴川,21.4,110.82
广东,59658,湛江,21.15,110.3
广东,59659,茂名,21.75,110.92
广东,59663,阳江,21.83,111.97
广东,59664,电白,21.53,110.98
广东,59673,上川岛,21.73,112.77
广东,59750,雷州,20.97,110.07
广东,59754,徐闻,20.33,110.18
广西,57859,资源,26.03,110.63
广西,57927,天峨,24.97,107.18
广西,57941,三江,25.78,109.6
广西,57942,龙胜,25.8,110.0
广西,57947,融安,25.22,109.4
广西,57948,融水,25.08,109.25
广西,57949,永福,24.98,110.0
广西,57954,临桂,25.23,110.18
广西,57955,兴安,25.62,110.67
广西,57956,灵川,25.42,110.32
广西,57957,桂林,25.32,110.3
广西,57960,全州,25.93,111.07
广西,57964,灌阳,25.5,111.15
广西,59001,隆林,24.78,105.33
广西,59004,西林,24.5,105.1
广西,59012,乐业,24.78,106.55
广西,59015,凌云,24.35,106.57
广西,59017,田林,24.27,106.27
广西,59021,凤山,24.55,107.03
广西,59023,河池,24.7,108.03
广西,59025,东兰,24.53,107.38
广西,59027,巴马,24.13,107.25
广西,59031,环江,24.82,108.27
广西,59034,宜州,24.48,108.67
广西,59037,都安,23.93,108.1
广西,59038,忻城,24.07,108.65
广西,59041,柳城,24.65,109.25
广西,59044,沙塘,24.47,109.38
广西,59045,鹿寨,24.48,109.75
广西,59046,柳州,24.35,109.4
广西,59047,柳江,24.25,109.33
广西,59052,恭城,24.83,110.82
广西,59053,平乐,24.62,110.67
广西,59055,荔浦,24.5,110.4
广西,59057,金秀,24.13,110.18
广西,59058,蒙山,24.2,110.52
广西,59059,昭平,24.18,110.8
广西,59065,贺州,24.42,111.5
广西,59209,那坡,23.42,105.83
广西,59211,百色,23.9,106.6
广西,59215,德保,23.33,106.63
广西,59218,靖西,23.13,106.42
广西,59224,田东,23.6,107.12
广西,59227,天等,23.12,107.13
广西,59228,平果,23.32,107.58
广西,59229,隆安,23.17,107.7
广西,59230,马山,23.72,108.17
广西,59235,上林,23.43,108.62
广西,59237,武鸣,23.17,108.28
广西,59238,宾阳,23.22,108.8
广西,59241,象州,23.97,109.68
广西,59242,来宾,23.75,109.23
广西,59246,武宣,23.6,109.67
广西,59255,平南,23.55,110.38
广西,59256,藤县,23.37,110.92
广西,59265,梧州,23.48,111.3
广西,59266,苍梧,23.42,111.23
广西,59419,凭祥,22.1,106.75
广西,59421,大新,22.83,107.2
广西,59429,上思,22.18,108.02
广西,59431,南宁,22.63,108.22
广西,59432,南宁城区,22.8,108.4
广西,59435,邕宁,22.77,108.48
广西,59441,横县,22.7,109.25
广西,59446,灵山,22.42,109.3
广西,59448,浦北,22.27,109.55
广西,59449,博白,22.3,109.98
广西,59451,北流,22.7,110.35
广西,59452,容县,22.83,110.53
广西,59454,岑溪,22.95,111.0
广西,59457,陆川,22.32,110.27
广西,59632,钦州,21.95,108.62
广西,59635,防城港,21.62,108.35
广西,59640,合浦,21.67,109.18
广西,59644,北海,21.45,109.13
贵州,56598,赫章,27.13,104.73
贵州,56691,威宁,26.87,104.28
贵州,56792,普安,25.78,104.97
贵州,56793,盘县,25.72,104.47
贵州,57606,桐梓,28.13,106.83
贵州,57623,道真,28.88,107.6
贵州,57625,正安,28.55,107.45
贵州,57634,务川,28.52,107.88
贵州,57636,沿河,28.57,108.5
贵州,57637,德江,28.25,108.1
贵州,57647,松桃,28.15,109.18
贵州,57707,毕节,27.3,105.28
贵州,57708,大方,27.15,105.6
贵州,57710,仁怀,27.8,106.4
贵州,57714,金沙,27.47,106.23
贵州,57717,遵义县,27.53,106.83
贵州,57718,息烽,27.1,106.72
贵州,57719,开阳,27.07,106.97
贵州,57722,湄潭,27.77,107.47
贵州,57723,凤冈,27.98,107.72
贵州,57728,瓮安,27.07,107.47
贵州,57729,余庆,27.23,107.88
贵州,57731,思南,27.95,108.25
贵州,57732,印江,28.02,108.4
贵州,57734,石阡,27.57,108.23
贵州,57735,岑巩,27.18,108.82
贵州,57736,江口,27.7,108.85
贵州,57737,施秉,27.03,108.12
贵州,57738,镇远,27.05,108.42
贵州,57739,玉屏,27.23,108.92
贵州,57741,铜仁,27.72,109.18
贵州,57742,万山,27.52,109.2
贵州,57800,纳雍,26.77,105.37
贵州,57803,黔西,27.03,106.02
贵州,57805,织金,26.68,105.77
贵州,57806,安顺,26.25,105.9
贵州,57807,六枝,26.2,105.47
贵州,57808,普定,26.32,105.75
贵州,57809,镇宁,26.07,105.75
贵州,57811,修文,26.83,106.6
贵州,57814,平坝,26.42,106.27
贵州,57816,贵阳,26.58,106.73
贵州,57821,福泉,26.7,107.5
贵州,57822,黄平,26.9,107.9
贵州,57824,贵定,26.58,107.23
贵州,57825,凯里,26.6,107.98
贵州,57827,都匀,26.32,107.53
贵州,57828,麻江,26.5,107.58
贵州,57829,丹寨,26.2,107.8
贵州,57832,三穗,26.97,108.67
贵州,57834,台江,26.68,108.3
贵州,57835,剑河,26.72,108.43
贵州,57837,雷山,26.4,108.07
贵州,57839,黎平,26.23,109.15
贵州,57840,天柱,26.9,109.2
贵州,57844,锦屏,26.68,109.18
贵州,57900,晴隆,25.83,105.22
贵州,57902,兴仁,25.43,105.18
贵州,57903,关岭,25.93,105.6
贵州,57905,贞丰,25.4,105.63
贵州,57906,望谟,25.18,106.08
贵州,57907,兴义,25.08,104.9
贵州,57908,安龙,25.12,105.48
贵州,57909,册亨,24.98,105.82
贵州,57910,紫云,25.77,106.08
贵州,57911,白云,26.67,106.65
贵州,57912,惠水,26.13,106.63
贵州,57913,龙里,26.45,106.98
贵州,57914,花溪,26.42,106.67
贵州,57915,乌当,26.63,106.77
贵州,57916,罗甸,25.43,106.77
贵州,57921,平塘,25.83,107.32
贵州,57922,独山,25.83,107.55
贵州,57923,三都,25.98,107.87
贵州,57926,荔波,25.42,107.88
贵州,57932,榕江,25.97,108.53
贵州,57936,从江,25.75,108.92
海南,59757,琼山,20.0,110.37
海南,59758,海口,20.0,110.25
海南,59838,东方,19.1,108.62
海南,59842,临高,19.9,109.68
海南,59843,澄迈,19.73,110.0
海南,59845,儋州,19.52,109.58
海南,59847,昌江,19.27,109.05
海南,59848,白沙,19.23,109.43
海南,59849,琼中,19.03,109.83
海南,59851,定安,19.67,110.33
海南,59854,屯昌,19.37,110.1
海南,59855,琼海,19.23,110.47
海南,59856,文昌,19.62,110.75
海南,59941,五指山,18.77,109.52
海南,59945,保亭,18.65,109.7
海南,59951,万宁,18.8,110.33
河北,53392,康保,41.85,114.6
河北,53397,尚义,41.1,113.98
河北,53399,张北,41.15,114.7
河北,53491,怀安,40.67,114.38
河北,53492,阳原,40.1,114.15
河北,53498,宣化,40.57,115.03
河北,53499,万全,40.77,114.73
河北,53593,蔚县,39.83,114.57
河北,53596,顺平,38.85,115.13
河北,53599,涞源,39.37,114.68
河北,53680,灵寿,38.3,114.38
河北,53682,曲阳,38.63,114.68
河北,53688,行唐,38.42,114.55
河北,53689,晋州,38.02,115.07
河北,53690,阜平,38.85,114.18
河北,53691,正定,38.15,114.57
河北,53692,唐县,38.73,114.98
河北,53693,井陉,38.03,114.13
河北,53694,平山,38.27,114.22
河北,53695,新乐,38.35,114.68
河北,53696,定州,38.55,115.02
河北,53697,藁城,38.03,114.83
河北,53699,无极,38.18,114.95
河北,53773,临漳,36.33,114.62
河北,53781,沙河,36.87,114.47
河北,53784,赵县,37.75,114.78
河北,53785,柏乡,37.52,114.67
河北,53789,栾城,37.88,114.63
河北,53790,高邑,37.63,114.6
河北,53791,元氏,37.77,114.52
河北,53792,临城,37.45,114.48
河北,53794,隆尧,37.35,114.75
河北,53795,赞皇,37.65,114.37
河北,53796,宁晋,37.62,114.88
河北,53797,内邱,37.28,114.52
河北,53798,邢台,37.07,114.5
河北,53799,巨鹿,37.23,114.98
河北,53883,任县,37.13,114.7
河北,53886,涉县,36.57,113.67
河北,53890,武安,36.67,114.1
河北,53891,南和,37.02,114.68
河北,53892,邯郸,36.62,114.47
河北,53893,曲周,36.77,114.95
河北,53894,峰峰,36.4,114.2
河北,53895,永年,36.78,114.5
河北,53896,魏县,36.35,114.95
河北,53897,磁县,36.38,114.38
河北,53899,广平,36.48,114.97
河北,53980,肥乡,36.55,114.8
河北,53996,成安,36.45,114.65
河北,54301,沽源,41.67,115.67
河北,54304,崇礼,40.95,115.27
河北,54308,丰宁,41.2,116.63
河北,54311,围场,41.97,117.77
河北,54318,隆化,41.32,117.73
河北,54319,平泉,41.0,118.67
河北,54401,张家口,40.77,114.92
河北,54404,赤城,40.88,115.83
河北,54405,怀来,40.42,115.5
河北,54408,涿鹿,40.38,115.22
河北,54420,滦平,40.93,117.33
河北,54423,承德,40.97,117.92
河北,54425,兴隆,40.4,117.47
河北,54429,遵化,40.2,117.95
河北,54430,承德县,40.77,118.15
河北,54432,宽城,40.6,118.48
河北,54434,迁西,40.17,118.33
河北,54436,青龙,40.42,118.95
河北,54437,滦南,39.5,118.62
河北,54438,卢龙,39.88,118.88
河北,54439,迁安,40.02,118.72
河北,54449,秦皇岛,39.85,119.52
河北,54502,涿州,39.48,116.03
河北,54503,容城,39.07,115.82
河北,54506,高碑店,39.32,115.95
河北,54507,易县,39.33,115.52
河北,54510,大厂,39.92,116.95
河北,54512,固安,39.42,116.28
河北,54515,廊坊,39.5,116.7
河北,54518,霸州,39.17,116.4
河北,54519,永清,39.3,116.48
河北,54520,三河,39.97,117.08
河北,54521,香河,39.77,116.98
河北,54522,玉田,39.88,117.73
河北,54531,滦县,39.73,118.72
河北,54532,丰润,39.8,118.08
河北,54533,丰南,39.58,118.1
河北,54534,唐山,39.65,118.1
河北,54535,曹妃甸,39.28,118.47
河北,54539,乐亭,39.43,118.88
河北,54540,昌黎,39.73,119.2
河北,54541,抚宁,39.9,119.23
河北,54601,徐水,38.98,115.65
河北,54602,保定,38.73,115.48
河北,54603,高阳,38.72,115.77
河北,54604,安国,38.42,115.33
河北,54605,安新,38.93,115.93
河北,54606,饶阳,38.23,115.73
河北,54607,望都,38.72,115.12
河北,54608,深州,38.0,115.55
河北,54609,安平,38.23,115.58
河北,54610,任丘,38.73,116.1
河北,54611,满城,38.93,115.32
河北,54612,文安,38.85,116.45
河北,54613,大城,38.7,116.62
河北,54614,河间,38.42,116.05
河北,54615,青县,38.58,116.85
河北,54616,沧州,38.35,116.85
河北,54617,献县,38.18,116.12
河北,54618,泊头,38.08,116.55
河北,54620,蠡县,38.48,115.57
河北,54621,深泽,38.18,115.18
河北,54624,黄骅,38.4,117.32
河北,54626,肃宁,38.42,115.82
河北,54627,盐山,38.03,117.23
河北,54628,海兴,38.15,117.48
河北,54631,广宗,37.07,115.15
河北,54632,平乡,37.07,115.03
河北,54633,新河,37.52,115.23
河北,54636,雄县,39.02,116.1
河北,54640,鸡泽,36.92,114.87
河北,54644,孟村,38.05,117.12
河北,54700,武强,38.03,115.93
河北,54701,辛集,37.93,115.2
河北,54702,衡水,37.73,115.7
河北,54703,武邑,37.8,115.88
河北,54704,冀州,37.52,115.57
河北,54705,南宫,37.37,115.38
河北,54706,清河,37.08,115.67
河北,54707,故城,37.35,115.98
河北,54708,枣强,37.5,115.73
河北,54710,阜城,37.87,116.17
河北,54711,景县,37.7,116.28
河北,54713,东光,37.88,116.53
河北,54717,吴桥,37.63,116.4
河北,54719,南皮,38.03,116.68
河北,54800,威县,37.0,115.25
河北,54801,临西,36.85,115.48
河北,54804,大名,36.3,115.13
河北,54809,馆陶,36.55,115.28
河北,54820,邱县,36.82,115.17
河南,53889,林州,36.07,113.82
河南,53898,安阳,36.05,114.13
河南,53972,沁阳,35.05,112.9
河南,53974,淇县,35.62,114.23
河南,53978,济源,35.08,112.63
河南,53979,博爱,35.15,113.08
河南,53982,焦作,35.23,113.27
河南,53983,封丘,35.03,114.42
河南,53984,修武,35.23,113.47
河南,53985,辉县,35.5,113.82
河南,53986,新乡,35.32,113.88
河南,53987,武陟,35.1,113.35
河南,53989,原阳,35.08,113.98
河南,53988,获嘉,35.27,113.67
河南,53991,汤阴,35.92,114.33
河南,53992,浚县,35.65,114.52
河南,53993,内黄,35.93,114.92
河南,53994,卫辉,35.38,114.07
河南,53995,滑县,35.55,114.5
河南,53997,延津,35.15,114.18
河南,53998,长垣,35.2,114.65
河南,54817,台前,35.98,115.87
河南,54900,濮阳,35.7,115.02
河南,54901,南乐,36.08,115.17
河南,54902,清丰,35.9,115.12
河南,54903,范县,35.85,115.48
河南,57051,三门峡,34.8,111.2
河南,57056,灵宝,34.53,110.85
河南,57063,渑池,34.77,111.77
河南,57066,洛宁,34.4,111.67
河南,57070,新安,34.73,112.12
河南,57071,孟津,34.82,112.43
河南,57072,孟州,34.92,112.75
河南,57074,伊川,34.42,112.4
河南,57075,汝州,34.17,112.87
河南,57076,偃师,34.73,112.78
河南,57078,汝阳,34.15,112.47
河南,57079,温县,34.95,113.03
河南,57080,巩义,34.73,112.97
河南,57081,荥阳,34.8,113.43
河南,57082,登封,34.47,113.02
河南,57083,郑州,34.72,113.65
河南,57084,嵩山,34.5,113.05
河南,57085,新密,34.53,113.33
河南,57086,新郑,34.38,113.72
河南,57087,长葛,34.27,113.73
河南,57088,禹州,34.15,113.5
河南,57089,许昌,34.07,113.93
河南,57090,中牟,34.72,113.97
河南,57091,开封,34.78,114.3
河南,57093,兰考,34.85,114.82
河南,57094,尉氏,34.4,114.22
河南,57095,鄢陵,34.12,114.15
河南,57096,杞县,34.53,114.78
河南,57098,扶沟,34.08,114.4
河南,57099,太康,34.07,114.85
河南,57156,西峡,33.3,111.5
河南,57162,嵩县,34.13,112.07
河南,57169,内乡,33.05,111.87
河南,57173,鲁山,33.75,112.88
河南,57175,镇平,33.05,112.23
河南,57176,南召,33.48,112.42
河南,57177,舞钢,33.33,113.53
河南,57178,南阳,33.1,112.48
河南,57179,方城,33.28,113.0
河南,57180,郏县,33.98,113.2
河南,57181,宝丰,33.88,113.05
河南,57182,襄城,33.85,113.52
河南,57183,临颍,33.8,113.92
河南,57184,叶县,33.63,113.3
河南,57185,舞阳,33.45,113.58
河南,57186,漯河,33.6,114.05
河南,57187,社旗,33.07,112.93
河南,57188,西平,33.37,114.03
河南,57189,遂平,33.13,113.95
河南,57190,黄泛区农试站,33.75,114.4
河南,57191,通许,34.48,114.48
河南,57192,淮阳,33.73,114.85
河南,57193,西华,33.78,114.52
河南,57194,上蔡,33.28,114.27
河南,57195,川汇区,33.62,114.62
河南,57196,项城,33.47,114.87
河南,57197,汝南,32.97,114.35
河南,57198,商水,33.5,114.57
河南,57261,淅川,33.12,111.52
河南,57271,新野,32.52,112.38
河南,57273,唐河,32.68,112.85
河南,57274,邓州,32.7,112.12
河南,57281,泌阳,32.7,113.3
河南,57285,桐柏,32.38,113.42
河南,57290,驻马店,32.93,113.92
河南,57292,平舆,32.97,114.63
河南,57293,新蔡,32.73,114.98
河南,57294,确山,32.83,114.02
河南,57295,正阳,32.62,114.35
河南,57296,息县,32.35,114.73
河南,57297,信阳,32.13,114.05
河南,57298,罗山,32.22,114.55
河南,57299,光山,32.02,114.9
河南,57390,鸡公山,31.8,114.07
河南,57396,新县,31.63,114.85
河南,58001,睢县,34.43,115.1
河南,58004,民权,34.65,115.15
河南,58005,商丘,34.45,115.67
河南,58006,虞城,34.38,115.88
河南,58007,柘城,34.07,115.3
河南,58008,宁陵,34.47,115.33
河南,58017,夏邑,34.25,116.13
河南,58100,郸城,33.65,115.17
河南,58101,鹿邑,33.87,115.48
河南,58104,沈丘,33.4,115.07
河南,58111,永城,33.97,116.45
河南,58205,淮滨,32.47,115.43
河南,58207,潢川,32.17,115.05
河南,58208,固始,32.17,115.62
河南,58301,商城,31.82,115.38
黑龙江,50136,漠河,52.97,122.52
黑龙江,50137,北极村,53.47,122.37
黑龙江,50246,塔河,52.35,124.72
黑龙江,50247,呼中,52.03,123.57
黑龙江,50349,新林,51.67,124.4
黑龙江,50353,呼玛,51.73,126.63
黑龙江,50442,加格达奇,50.4,124.12
黑龙江,50468,爱辉,50.25,127.45
黑龙江,50557,嫩江,49.17,125.23
黑龙江,50564,孙吴,49.43,127.35
黑龙江,50566,逊克,49.55,128.47
黑龙江,50646,讷河,48.48,124.85
黑龙江,50655,五大连池,48.5,126.18
黑龙江,50656,北安,48.25,126.5
黑龙江,50658,克山,48.05,125.88
黑龙江,50659,克东,48.03,126.25
黑龙江,50673,嘉荫,48.88,130.4
黑龙江,50674,乌伊岭,48.57,129.43
黑龙江,50739,龙江,47.33,123.18
黑龙江,50741,甘南,47.93,123.5
黑龙江,50742,富裕,47.8,124.48
黑龙江,50745,齐齐哈尔,47.38,123.92
黑龙江,50749,林甸,47.18,124.83
黑龙江,50750,依安,47.9,125.3
黑龙江,50755,拜泉,47.6,126.1
黑龙江,50756,海伦,47.45,126.97
