省份,区站号,站名,纬度,经度
浙江,58464,平湖,30.65,121.12
浙江,58467,慈溪,30.2,121.27
浙江,58468,余姚,30.05,121.17
浙江,58472,嵊泗,30.73,122.45
浙江,58477,定海,30.03,122.1
浙江,58484,岱山,30.25,122.2
浙江,58537,开化,29.13,118.4
浙江,58542,桐庐,29.82,119.68
浙江,58543,淳安,29.62,119.02
浙江,58544,建德,29.48,119.27
浙江,58546,浦江,29.47,119.88
浙江,58547,龙游,29.03,119.18
浙江,58548,兰溪,29.22,119.47
浙江,58549,金华,29.12,119.65
浙江,58550,诸暨,29.7,120.25
浙江,58553,上虞,30.05,120.82
浙江,58555,新昌,29.52,120.88
浙江,58556,嵊州,29.6,120.82
浙江,58557,义乌,29.33,120.08
浙江,58558,东阳,29.27,120.22
浙江,58559,天台,29.17,120.98
浙江,58560,磐安,29.05,120.43
浙江,58561,镇海,29.98,121.6
浙江,58562,鄞州,29.78,121.55
浙江,58563,北仑,29.88,121.83
浙江,58565,奉化,29.7,121.38
浙江,58566,象山,29.47,121.88
浙江,58567,宁海,29.32,121.43
浙江,58568,三门,29.12,121.38
浙江,58569,石浦,29.2,121.95
浙江,58570,普陀,29.95,122.3
浙江,58631,常山,28.9,118.5
浙江,58632,江山,28.72,118.6
浙江,58642,武义,28.88,119.8
浙江,58643,永康,28.9,120.03
浙江,58644,遂昌,28.6,119.28
浙江,58646,丽水,28.45,119.92
浙江,58647,龙泉,28.08,119.13
浙江,58652,仙居,28.87,120.72
浙江,58654,缙云,28.67,120.08
浙江,58656,乐清,28.07,120.97
浙江,58657,青田,28.15,120.28
浙江,58658,永嘉,28.15,120.68
浙江,58659,温州,28.03,120.65
浙江,58660,临海,28.87,121.2
浙江,58664,温岭,28.37,121.37
浙江,58665,洪家,28.62,121.42
浙江,58666,大陈,28.45,121.9
浙江,58667,玉环,28.08,121.27
浙江,58742,云和,28.12,119.55
浙江,58745,庆元,27.62,119.08
浙江,58746,泰顺,27.55,119.7
浙江,58750,文成,27.78,120.08
浙江,58751,平阳,27.67,120.57
浙江,58752,瑞安,27.78,120.65
浙江,58648,景宁,28.0,119.63
重庆,57333,城口,31.95,108.67
重庆,57338,开县,31.18,108.42
重庆,57339,云阳,30.95,108.68
重庆,57345,巫溪,31.4,109.62
重庆,57348,奉节,31.02,109.53
重庆,57349,巫山,31.07,109.87
重庆,57409,潼南,30.18,105.8
重庆,57425,垫江,30.33,107.33
重庆,57431,天城,30.83,108.35
重庆,57432,万州,30.77,108.4
重庆,57437,忠县,30.3,108.03
重庆,57438,石柱,29.98,108.12
重庆,57502,大足,29.7,105.7
重庆,57505,荣昌,29.42,105.58
重庆,57506,永川,29.37,105.9
重庆,57509,万盛,28.95,106.93
重庆,57510,铜梁,29.85,106.07
重庆,57511,北碚,29.85,106.45
重庆,57512,合川,29.97,106.28
重庆,57513,渝北,29.73,106.62
重庆,57514,璧山,29.58,106.22
重庆,57516,沙坪坝,29.58,106.47
重庆,57517,江津,29.28,106.25
重庆,57518,巴南,29.33,106.5
重庆,57519,南川,29.17,107.12
重庆,57520,长寿,29.83,107.07
重庆,57523,丰都,29.85,107.73
重庆,57525,武隆,29.32,107.75
重庆,57536,黔江,29.53,108.78
重庆,57537,彭水,29.3,108.17
重庆,57612,綦江,29.0,106.65
重庆,57633,酉阳,28.82,108.77
重庆,57635,秀山,28.45,108.98
极地,89573,南极中山,-69.37,-76.37
极地,89058,南极长城,-62.22,-58.97
